Unique Identifier,Reaction,Iron(II) tetrafluoroborate hexahydrate,Zinc tetrafluoroborate,Yittrium(III) trifluoromethanesulfonate,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,Silver tetrafluoroborate,"1,10-Phenanthroline-2,9-dicarbaldehyde","Pyridine-2,6-dicarbaldehyde","2,2'-(Ethane-1,2-diyl)dianiline","2,2'-(Ethane-1,2-diylbis(oxy))diethanamine","2,2'-Oxydiethanamine","4,4'-Methylenedianiline","1,3-Benzenedimethanamine","Adamantane-1,3-diamine","4,4'-(9H-Fluorene-9,9-diyl)dianiline","(S)-4,5,6,7-Tetrahydro-benzothiazole-2,6-diamine","[2,2'-Bipyridine]-4,4'-diamine","Naphthalene-1,8-diamine","4,4'-Oxydianiline","6-Methyl-1,3,5-triazine-2,4-diamine","(R)-(+)-1,1′-Binaphthyl-2,2′-diamine",6-Methylpyridine-2-carboxaldehyde,6-Phenylpicolinaldehyde,"[2,2'-Bipyridine]-6-carbaldehyde",2-Quinolinecarboxaldehyde,5-Methylpicolinaldehyde,8-methoxyquinoline-2-carbaldehyde,"[1,8]Naphthyridine-2-carbaldehyde",4-Formyl-2-methylthiazole,6-Methoxypyridine-2-carbaldehyde,1-Methyl-2-imidazolecarboxaldehyde,1-Methyl-1H-benzimidazole-2-carbaldehyde,"4-Methyl-1,3-thiazole-2-carbaldehyde",CH3CN
360,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
361,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
362,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
363,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
364,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,0.0,200.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
365,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
366,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
367,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
368,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,900.0
369,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
370,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, 2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
371,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
372,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
373,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
374,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
375,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
376,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
1,"[6-Methylpyridine-2-carboxaldehyde, Zinc tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
377,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
378,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
379,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
380,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
381,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
382,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
383,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
384,"[1-Methyl-1H-benzimidazole-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800.0
385,"[8-methoxyquinoline-2-carbaldehyde, Zinc tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
386,"[8-methoxyquinoline-2-carbaldehyde, Zinc tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,200.0,0.0,0.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
387,"[8-methoxyquinoline-2-carbaldehyde, Zinc tetrafluoroborate, 4,4'-Oxydianiline]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
388,"[8-methoxyquinoline-2-carbaldehyde, Iron(II) tetrafluoroborate hexahydrate, 4,4'-Methylenedianiline]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
389,"[8-methoxyquinoline-2-carbaldehyde, Iron(II) tetrafluoroborate hexahydrate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",200.0,0.0,0.0,0.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
390,"[8-methoxyquinoline-2-carbaldehyde, Iron(II) tetrafluoroborate hexahydrate, 4,4'-Oxydianiline]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
391,"[8-methoxyquinoline-2-carbaldehyde, Naphthalene-1,8-diamine, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
392,"[8-methoxyquinoline-2-carbaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
393,"[8-methoxyquinoline-2-carbaldehyde, Naphthalene-1,8-diamine, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
394,"[8-methoxyquinoline-2-carbaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
395,"[8-methoxyquinoline-2-carbaldehyde, 1,3-Benzenedimethanamine, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
396,"[8-methoxyquinoline-2-carbaldehyde, 1,3-Benzenedimethanamine, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
397,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-(Ethane-1,2-diyl)dianiline, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
398,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-(Ethane-1,2-diyl)dianiline, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
399,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 4,4'-Methylenedianiline]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
400,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,200.0,0.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
401,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 4,4'-Oxydianiline]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
402,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, Naphthalene-1,8-diamine]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
403,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
404,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 1,3-Benzenedimethanamine]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
405,"[8-methoxyquinoline-2-carbaldehyde, Yittrium(III) trifluoromethanesulfonate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,200.0,0.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
406,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
407,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,200.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
408,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
409,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
410,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
411,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
412,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,0.0,200.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
413,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
414,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
415,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
416,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,900.0
417,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
418,"[8-methoxyquinoline-2-carbaldehyde, 2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
419,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
420,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
421,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
422,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
423,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
1,"[6-Methylpyridine-2-carboxaldehyde, Zinc tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
424,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
425,"[8-methoxyquinoline-2-carbaldehyde, Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
426,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-Methylenedianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
427,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
428,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
429,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, Naphthalene-1,8-diamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
430,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
431,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
432,"[8-methoxyquinoline-2-carbaldehyde, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,800.0
433,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 6-Methylpyridine-2-carboxaldehyde, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,900.0
434,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Iron(II) tetrafluoroborate hexahydrate, 6-Methylpyridine-2-carboxaldehyde]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,900.0
435,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 6-Methoxypyridine-2-carbaldehyde, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,900.0
436,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 6-Methoxypyridine-2-carbaldehyde, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,900.0
437,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 5-Methylpicolinaldehyde, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,900.0
438,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 5-Methylpicolinaldehyde, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,900.0
439,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 1-Methyl-2-imidazolecarboxaldehyde, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,900.0
440,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 1-Methyl-2-imidazolecarboxaldehyde, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,900.0
441,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Yittrium(III) trifluoromethanesulfonate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,900.0
442,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Yittrium(III) trifluoromethanesulfonate, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,900.0
443,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Yittrium(III) trifluoromethanesulfonate, 5-Methylpicolinaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,900.0
444,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Yittrium(III) trifluoromethanesulfonate, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,900.0
445,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 4-Formyl-2-methylthiazole, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,900.0
446,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 4-Formyl-2-methylthiazole, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,900.0
447,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, 4-Formyl-2-methylthiazole, Yittrium(III) trifluoromethanesulfonate]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,900.0
448,"[(R)-(+)-1,1′-Binaphthyl-2,2′-diamine, Silver tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,900.0
